JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459089.44522,12.610,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.757,Z,,11.186,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.445764,12.535,0.023,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.764,Z,,11.185,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.446296,12.573,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.772,Z,,11.187,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.446829,12.564,0.023,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.780,Z,,11.184,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.447361,12.592,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.788,Z,,11.176,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.447894,12.598,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.796,Z,,11.196,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.448438,12.585,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.804,Z,,11.185,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.44897,12.585,0.023,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.813,Z,,11.181,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.449491,12.584,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.821,Z,,11.184,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.450035,12.550,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.829,Z,,11.185,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.450567,12.593,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.838,Z,,11.189,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.4511,12.595,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.846,Z,,11.203,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.45162,12.597,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.855,Z,,11.207,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.452164,12.595,0.024,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.864,Z,,11.199,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.452708,12.581,0.023,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.873,Z,,11.205,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.453264,12.596,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.883,Z,,11.198,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.453785,12.575,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.892,Z,,11.176,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.454306,12.615,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.901,Z,,11.201,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.454838,12.602,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.910,Z,,11.174,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.455347,12.551,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.919,Z,,11.199,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.455868,12.533,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.929,Z,,11.172,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.456389,12.584,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.938,Z,,11.190,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.45691,12.619,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.947,Z,,11.195,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.457431,12.566,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.957,Z,,11.184,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.457951,12.563,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.967,Z,,11.181,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.458461,12.549,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.977,Z,,11.194,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.458981,12.563,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.987,Z,,11.174,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.459502,12.547,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,1.997,Z,,11.171,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.460023,12.543,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.007,Z,,11.197,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.460544,12.570,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.017,Z,,11.200,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.461065,12.563,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.028,Z,,11.190,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.461586,12.551,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.038,Z,,11.199,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.462106,12.576,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.049,Z,,11.203,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.462616,12.542,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.060,Z,,11.181,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.463148,12.516,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.071,Z,,11.209,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.46362,12.320,0.022,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.051,Z,18.644,17.961,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459089.463669,12.531,0.025,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.082,Z,,11.201,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.46417,12.324,0.022,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.050,Z,18.614,17.958,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459089.46419,12.539,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.093,Z,,11.198,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.464711,12.532,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.105,Z,,11.186,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.46505,11.815,0.056,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.049,Z,19.856,19.306,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459089.465231,12.556,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.116,Z,,11.175,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.46558,12.999,0.024,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.047,Z,19.254,18.539,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459089.465752,12.535,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.128,Z,,11.167,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.46613,12.993,0.023,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.046,Z,19.255,18.507,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459089.466262,12.557,0.028,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.140,Z,,11.182,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.466782,12.543,0.026,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.152,Z,,11.193,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.467303,12.512,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.164,Z,,11.182,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.467824,12.499,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.176,Z,,11.170,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.468333,12.535,0.028,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.188,Z,,11.196,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.468843,12.491,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.200,Z,,11.198,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.469363,12.527,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.213,Z,,11.177,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.469884,12.509,0.028,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.226,Z,,11.157,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.470394,12.535,0.028,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.239,Z,,11.196,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.470926,12.517,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.252,Z,,11.190,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.471447,12.523,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.266,Z,,11.186,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.471968,12.579,0.029,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.279,Z,,11.193,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.472488,12.493,0.027,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.294,Z,,11.182,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.473021,12.538,0.029,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.308,Z,,11.195,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.47353,12.547,0.028,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.321,Z,,11.192,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.474051,12.552,0.029,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.336,Z,,11.189,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.474583,12.514,0.029,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.351,Z,,11.185,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459089.475104,12.518,0.029,,V,DGRA,,ENSEMBLE,3UC140-291804,X25589ATL,,0,2.366,Z,,11.187,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459090.37612,12.341,0.019,,V,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.969,Z,18.751,18.115,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459090.37683,12.076,0.019,,R,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.343  K = 11.808,0,1.972,Z,18.748,18.148,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459090.37747,12.958,0.020,,B,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.974,Z,18.989,18.282,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459090.46402,12.328,0.013,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.045,Z,18.591,17.949,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459090.46457,12.323,0.014,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.044,Z,18.597,17.938,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459090.46507,11.771,0.045,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.043,Z,19.923,19.264,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459090.46545,11.808,0.044,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.043,Z,19.871,19.275,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459090.46598,13.037,0.015,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.042,Z,19.223,18.510,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459090.46653,13.019,0.016,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.041,Z,19.240,18.504,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.39965,12.402,0.029,,V,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,2.113,Z,19.166,18.562,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.40036,12.054,0.032,,R,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.343  K = 11.808,0,2.118,Z,19.291,18.666,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.40101,13.066,0.034,,B,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,2.123,Z,19.446,18.761,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.46424,12.347,0.012,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.040,Z,18.594,17.946,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.46480,12.365,0.012,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.039,Z,18.584,17.940,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.46530,11.856,0.030,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.038,Z,19.871,19.280,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.46568,11.840,0.029,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.038,Z,19.853,19.275,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.46621,13.071,0.014,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.037,Z,19.218,18.488,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.46677,13.068,0.013,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.036,Z,19.218,18.482,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459091.65314,13.120,0.051,,B,KNAA,,000-BNP-172,000-BNP-171,X25541BS,|VMAGINS=-8.578|VERR=0.051|CREFMAG=14.387|CREFERR=0.014|KREFMAG=13.926|KREFERR=0.019|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.0990|TB_BVERR=0.0320|TAVER=2.49,1,1.736,Z,-7.317,-7.750,,ASASSN-V J181654.06-202117.6,AAVSO,STD,106,,,
2459091.65435,12.567,0.039,,V,KNAA,,000-BNP-172,000-BNP-171,X25541BS,|VMAGINS=-9.033|VERR=0.038|CREFMAG=13.770|CREFERR=0.045|KREFMAG=13.407|KREFERR=0.056|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.1180|TV_BVERR=0.0220|TAVER=2.49,1,1.736,Z,-7.822,-8.395,,ASASSN-V J181654.06-202117.6,AAVSO,STD,106,,,
2459091.65583,12.231,0.032,,R,KNAA,,000-BNP-172,000-BNP-171,X25541BS,|VMAGINS=-9.195|VERR=0.030|CREFMAG=13.323|CREFERR=0.137|KREFMAG=13.001|KREFERR=0.115|VX=0.0000|CX=0.0000|KX=0.0000|TR_VI=-0.1330|TR_VIERR=0.0200|TAVER=2.49,1,1.737,Z,-8.055,-8.602,,ASASSN-V J181654.06-202117.6,AAVSO,STD,106,,,
2459091.65955,12.062,0.043,,I,KNAA,,000-BNP-172,000-BNP-171,X25541BS,|VMAGINS=-8.467|VERR=0.042|CREFMAG=12.905|CREFERR=0.188|KREFMAG=12.620|KREFERR=0.152|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.0380|TI_VIERR=0.0190|TAVER=2.49,1,1.740,Z,-7.610,-7.943,,ASASSN-V J181654.06-202117.6,AAVSO,STD,106,,,
2459092.39812,12.351,0.019,,V,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,2.122,Z,18.774,18.130,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459092.39884,12.150,0.017,,R,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.343  K = 11.808,0,2.127,Z,18.739,18.146,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459092.39948,13.020,0.021,,B,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,2.132,Z,19.084,18.394,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459092.54175,12.634,0.002,,CV,DJUA,,ENSEMBLE,127,X25646BT,AVG LUM TO V ZEROPOINT,0,1.030,Z,,12.819,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.58000,12.651,0.003,,CV,DJUA,,ENSEMBLE,127,X25646BT,AVG LUM TO V ZEROPOINT,0,1.580,Z,,12.795,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.62111,12.636,0.003,,CV,DJUA,,ENSEMBLE,127,X25646BT,AVG LUM TO V ZEROPOINT,0,1.230,Z,,12.805,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.66337,12.608,0.003,,CV,DJUA,,ENSEMBLE,127,X25646BT,AVG LUM TO V ZEROPOINT,0,1.520,Z,,12.796,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.68025,12.668,0.003,,CV,DJUA,,ENSEMBLE,127,X25646BT,AVG LUM TO V ZEROPOINT,0,1.710,Z,,12.801,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.70500,12.615,0.003,,CV,DJUA,,ENSEMBLE,127,X25646BT,AVG LUM TO V ZEROPOINT,0,2.110,Z,,12.811,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.85970,13.151,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.107,Z,,11.960,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.86380,12.634,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.101,Z,,11.657,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.86784,12.315,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.095,Z,,11.514,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.87300,13.137,0.004,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.088,Z,,11.929,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.87701,12.644,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.084,Z,,11.652,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.88104,12.316,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.080,Z,,11.506,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.88610,13.139,0.004,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.076,Z,,11.930,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.89014,12.643,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.074,Z,,11.654,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.89426,12.306,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.071,Z,,11.503,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.89932,13.151,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.070,Z,,11.954,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.90338,12.641,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.069,Z,,11.642,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.91490,12.324,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.070,Z,,11.497,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.92003,13.201,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.072,Z,,11.952,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.92713,12.664,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.075,Z,,11.636,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.93130,12.325,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.078,Z,,11.495,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.93638,13.140,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.082,Z,,11.934,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.94053,12.653,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.086,Z,,11.645,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.94476,12.322,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.091,Z,,11.509,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.94981,13.155,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.098,Z,,11.934,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.95385,12.674,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.104,Z,,11.652,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.95796,12.335,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.110,Z,,11.508,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.96306,13.183,0.004,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.119,Z,,11.944,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.96712,12.667,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.127,Z,,11.653,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.97118,12.328,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.136,Z,,11.510,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.97624,13.166,0.004,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.148,Z,,11.945,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.98032,12.646,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.158,Z,,11.657,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.98447,12.307,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.169,Z,,11.510,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.99230,13.120,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.193,Z,,11.926,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459092.99657,12.629,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.207,Z,,11.643,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.00065,12.314,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.221,Z,,11.503,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.00575,13.165,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.241,Z,,11.940,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.00994,12.651,0.003,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.258,Z,,11.645,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.01400,12.328,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.275,Z,,11.501,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.01900,13.180,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.299,Z,,11.933,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.02315,12.669,0.004,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.319,Z,,11.650,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.02719,12.342,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.340,Z,,11.509,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.03226,13.177,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.369,Z,,11.932,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.03637,12.649,0.004,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.394,Z,,11.645,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.04051,12.315,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.421,Z,,11.501,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.04551,13.153,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.455,Z,,11.925,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.04965,12.643,0.004,,V,MMEA,,ENSEMBLE,116,X25541KC,,0,1.486,Z,,11.642,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.05372,12.324,0.003,,R,MMEA,,ENSEMBLE,116,X25541KC,,0,1.518,Z,,11.502,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459093.06157,13.154,0.005,,B,MMEA,,ENSEMBLE,116,X25541KC,,0,1.586,Z,,11.941,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
