HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458725.41195,2019-08-29.9092187,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458725.41316,2019-08-29.9104268,bm,1.41,99.990,99.990,99.990,99.990,99.990,g
2458725.41436,2019-08-29.9116333,bm,1.47,16.024,12.814,0.011,27.202,0.291,g
2458725.55458,2019-08-30.0518582,bi,1.40,16.007,12.846,0.012,26.412,0.293,g
2458725.55579,2019-08-30.0530758,bi,1.45,16.083,12.853,0.011,26.248,0.278,g
2458725.55702,2019-08-30.0543060,bi,1.34,16.090,12.872,0.011,25.781,0.274,g
2458725.74677,2019-08-30.2440643,bA,2.32,16.183,12.798,0.010,27.595,0.256,g
2458725.74805,2019-08-30.2453478,bA,2.26,16.101,12.770,0.011,28.323,0.299,g
2458725.74934,2019-08-30.2466370,bA,2.26,16.079,12.812,0.012,27.244,0.287,g
2458726.59617,2019-08-31.0935525,bE,1.53,16.155,12.819,0.010,27.067,0.257,g
2458726.59745,2019-08-31.0948275,bE,1.44,16.105,12.798,0.010,27.585,0.269,g
2458726.59872,2019-08-31.0960996,bE,1.41,16.162,12.788,0.010,27.863,0.255,g
2458726.74202,2019-08-31.2394062,bA,2.38,16.114,12.790,0.011,27.778,0.279,g
2458726.74330,2019-08-31.2406903,bA,2.34,16.197,12.802,0.011,27.514,0.273,g
2458726.74458,2019-08-31.2419760,bA,2.33,16.079,12.797,0.012,27.635,0.287,g
2458727.37462,2019-08-31.8720644,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458727.37583,2019-08-31.8732745,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458727.37704,2019-08-31.8744894,bm,1.46,99.990,99.990,99.990,99.990,99.990,g
2458727.58852,2019-09-01.0859843,bE,1.43,16.138,12.849,0.011,26.326,0.262,g
2458727.58979,2019-09-01.0872473,bE,1.39,16.118,12.844,0.011,26.455,0.266,g
2458727.59105,2019-09-01.0885151,bE,1.43,16.119,12.852,0.011,26.256,0.265,g
2458727.75149,2019-09-01.2489657,bA,2.32,16.204,12.820,0.011,27.039,0.255,g
2458727.75278,2019-09-01.2502521,bA,2.30,16.118,12.784,0.011,27.958,0.277,g
2458727.75406,2019-09-01.2515392,bA,2.31,16.142,12.792,0.011,27.750,0.275,g
2458728.39820,2019-09-01.8957372,bm,1.45,16.023,12.842,0.012,26.506,0.289,g
2458728.39942,2019-09-01.8969531,bm,1.48,16.008,12.841,0.012,26.531,0.294,g
2458728.40064,2019-09-01.8981702,bm,1.48,16.001,12.799,0.011,27.570,0.294,g
2458728.58489,2019-09-02.0824452,bE,1.45,16.162,12.817,0.010,27.104,0.255,g
2458728.58616,2019-09-02.0837189,bE,1.43,16.141,12.786,0.010,27.895,0.261,g
2458728.58744,2019-09-02.0849912,bE,1.42,16.146,12.815,0.010,27.164,0.259,g
2458729.29405,2019-09-02.7916636,bm,1.52,16.055,12.810,0.011,27.275,0.282,g
2458729.29525,2019-09-02.7928746,bm,1.51,16.061,12.801,0.011,27.513,0.283,g
2458729.29648,2019-09-02.7940997,bm,1.47,16.054,12.791,0.011,27.770,0.282,g
2458730.25504,2019-09-03.7527428,bm,1.47,16.009,12.804,0.011,27.453,0.295,g
2458730.25625,2019-09-03.7539570,bm,1.40,16.059,12.796,0.011,27.629,0.283,g
2458730.25747,2019-09-03.7551699,bm,1.93,16.097,12.785,0.010,27.924,0.271,g
2458730.57625,2019-09-04.0739767,bE,1.42,16.113,12.828,0.011,26.832,0.267,g
2458730.57751,2019-09-04.0752429,bE,1.52,16.099,12.828,0.011,26.846,0.272,g
2458730.57877,2019-09-04.0765071,bE,1.45,16.140,12.813,0.010,27.204,0.261,g
2458730.72758,2019-09-04.2253194,bA,2.16,15.715,12.816,0.016,27.148,0.393,g
2458730.72886,2019-09-04.2266081,bA,2.11,15.819,12.783,0.014,27.981,0.359,g
2458730.73015,2019-09-04.2278942,bA,2.11,15.857,12.835,0.015,26.655,0.347,g
2458731.70845,2019-09-05.2062859,bq,1.41,15.717,12.784,0.016,27.961,0.390,g
2458731.70967,2019-09-05.2075033,bq,1.44,15.771,12.795,0.014,27.671,0.368,g
2458731.71087,2019-09-05.2087121,bq,1.50,15.813,12.799,0.014,27.581,0.353,g
2458737.69365,2019-09-11.1920447,bq,1.89,14.744,13.002,0.046,22.855,0.964,g
2458737.69488,2019-09-11.1932733,bq,1.95,14.250,12.976,0.070,23.410,1.492,g
2458738.50132,2019-09-11.9998005,bi,2.38,15.665,12.856,0.016,26.155,0.399,g
2458738.50255,2019-09-12.0010293,bi,2.39,15.587,12.849,0.018,26.330,0.429,g
2458738.50377,2019-09-12.0022450,bi,2.32,15.669,12.841,0.016,26.532,0.398,g
2458739.49778,2019-09-12.9963516,bi,1.48,15.799,12.817,0.014,27.132,0.354,g
2458739.49900,2019-09-12.9975645,bi,1.46,15.573,12.818,0.017,27.090,0.434,g
2458739.50021,2019-09-12.9987812,bi,1.46,15.427,12.813,0.021,27.199,0.507,g
2458740.49504,2019-09-13.9937090,bE,1.38,15.850,12.797,0.013,27.624,0.341,g
2458740.49633,2019-09-13.9949886,bE,1.90,15.823,12.797,0.013,27.614,0.346,g
2458740.49760,2019-09-13.9962620,bE,1.37,15.845,12.820,0.013,27.049,0.337,g
2458741.37389,2019-09-14.8726315,bm,1.59,14.956,12.921,0.034,24.636,0.764,g
2458741.37510,2019-09-14.8738451,bm,1.52,15.130,12.810,0.026,27.292,0.651,g
2458744.58090,2019-09-18.0799596,bE,1.95,16.019,12.826,0.012,26.895,0.294,g
2458744.62390,2019-09-18.1229711,bE,1.53,15.853,12.864,0.014,25.977,0.337,g
2458744.62516,2019-09-18.1242357,bE,1.95,15.828,12.830,0.014,26.776,0.346,g
2458744.62643,2019-09-18.1254987,bE,1.95,15.892,12.832,0.013,26.758,0.328,g
2458746.36173,2019-09-19.8609627,bm,1.49,15.525,12.816,0.018,27.161,0.456,g
2458746.36323,2019-09-19.8624655,bm,1.47,15.552,12.855,0.018,26.189,0.445,g
2458746.36446,2019-09-19.8636917,bm,1.57,15.645,12.846,0.017,26.418,0.409,g
2458747.35571,2019-09-20.8550373,bm,1.67,99.990,99.990,99.990,99.990,99.990,g
2458747.35693,2019-09-20.8562601,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458747.35817,2019-09-20.8575061,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458750.33761,2019-09-23.8372423,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458750.33884,2019-09-23.8384695,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458750.34005,2019-09-23.8396702,bm,1.44,16.018,12.857,0.012,26.122,0.292,g
2458750.65022,2019-09-24.1498714,bq,1.39,15.751,12.732,0.016,29.308,0.406,g
2458750.65142,2019-09-24.1510767,bq,1.44,15.800,12.799,0.015,27.554,0.363,g
2458750.65265,2019-09-24.1522997,bq,1.44,15.892,12.764,0.013,28.472,0.350,g
2458752.33106,2019-09-25.8308833,bm,1.48,15.983,12.823,0.012,26.968,0.302,g
2458752.33228,2019-09-25.8321076,bm,1.45,15.990,12.823,0.012,26.969,0.300,g
2458752.33348,2019-09-25.8333118,bm,1.53,16.005,12.772,0.011,28.262,0.296,g
2458752.63830,2019-09-26.1381663,bq,1.41,15.815,12.779,0.014,28.089,0.357,g
2458752.63952,2019-09-26.1393832,bq,1.43,15.815,12.764,0.013,28.480,0.352,g
2458752.64074,2019-09-26.1406,bq,1.42,15.885,12.778,0.012,28.091,0.333,g
2458753.32272,2019-09-26.8226452,bm,1.42,15.944,12.823,0.012,26.955,0.312,g
2458753.32394,2019-09-26.8238555,bm,1.51,15.977,12.834,0.012,26.692,0.305,g
2458753.32513,2019-09-26.8250585,bm,1.47,15.919,12.844,0.013,26.447,0.319,g
2458753.64040,2019-09-27.1403530,bq,1.43,15.897,12.801,0.013,27.513,0.327,g
2458753.64162,2019-09-27.1415641,bq,1.41,15.859,12.781,0.013,28.036,0.339,g
2458753.64283,2019-09-27.1427821,bq,1.53,15.848,12.810,0.013,27.299,0.344,g
2458754.33503,2019-09-27.8350444,bm,1.43,15.940,12.790,0.012,27.779,0.314,g
2458754.33623,2019-09-27.8362494,bm,1.45,15.917,12.802,0.012,27.509,0.318,g
2458754.33747,2019-09-27.8374850,bm,1.44,15.962,12.809,0.012,27.321,0.308,g
2458754.64045,2019-09-28.1405042,bq,1.42,15.873,12.810,0.013,27.292,0.337,g
2458754.64167,2019-09-28.1417177,bq,1.43,15.815,12.817,0.014,27.118,0.351,g
2458754.64289,2019-09-28.1429428,bq,1.43,15.870,12.818,0.013,27.097,0.337,g
2458755.54689,2019-09-29.0470289,bi,1.40,16.005,12.838,0.012,26.601,0.295,g
2458755.54810,2019-09-29.0482412,bi,1.42,15.997,12.802,0.012,27.473,0.300,g
2458755.54932,2019-09-29.0494570,bi,1.41,15.994,12.825,0.012,26.911,0.298,g
2458756.63436,2019-09-30.1346157,bq,1.48,15.186,12.916,0.032,24.752,0.715,g
2458756.63558,2019-09-30.1358318,bq,1.40,99.990,99.990,99.990,99.990,99.990,g
2458756.63679,2019-09-30.1370511,bq,1.55,13.948,13.563,0.156,13.648,1.933,g
2458758.32367,2019-10-01.8240835,bm,1.42,99.990,99.990,99.990,99.990,99.990,g
2458758.32488,2019-10-01.8252932,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458758.32609,2019-10-01.8265071,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458758.63205,2019-10-02.1324994,bq,1.46,15.691,12.764,0.015,28.449,0.394,g
2458758.63327,2019-10-02.1337180,bq,1.58,15.486,12.799,0.018,27.553,0.473,g
2458758.63449,2019-10-02.1349363,bq,1.49,15.623,12.746,0.015,28.956,0.420,g
2458764.48328,2019-10-07.9842980,bE,2.13,15.812,12.819,0.014,27.049,0.351,g
2458764.48455,2019-10-07.9855734,bE,2.10,15.734,12.822,0.015,26.995,0.376,g
2458764.48582,2019-10-07.9868451,bE,2.12,15.763,12.865,0.015,25.939,0.366,g
2458764.53289,2019-10-08.0339090,bi,1.44,15.736,12.836,0.015,26.625,0.377,g
2458764.53410,2019-10-08.035125,bi,1.45,15.793,12.833,0.014,26.700,0.358,g
2458764.53532,2019-10-08.0363408,bi,1.40,15.713,12.844,0.016,26.451,0.382,g
2458765.52073,2019-10-09.0218496,bi,1.45,14.805,12.866,0.037,25.935,0.876,g
2458765.52194,2019-10-09.0230650,bi,1.45,14.701,12.868,0.041,25.859,0.965,g
2458765.52316,2019-10-09.0242832,bi,1.42,14.651,12.897,0.044,25.189,1.010,g
2458766.55817,2019-10-10.0593850,bi,1.42,15.570,12.853,0.018,26.223,0.437,g
2458766.55939,2019-10-10.0606070,bi,1.36,15.531,12.814,0.018,27.182,0.453,g
2458766.56060,2019-10-10.0618153,bi,1.41,15.492,12.818,0.019,27.084,0.467,g
2458768.24708,2019-10-11.7484631,bm,2.35,15.688,12.819,0.017,27.083,0.400,g
2458768.24828,2019-10-11.7496662,bm,2.34,15.679,12.800,0.015,27.532,0.400,g
2458768.24949,2019-10-11.7508739,bm,2.32,15.710,12.796,0.015,27.637,0.390,g
2458769.27332,2019-10-12.7748078,bm,1.94,15.606,12.825,0.017,26.919,0.424,g
2458769.27454,2019-10-12.7760261,bm,1.49,15.741,12.833,0.015,26.727,0.375,g
2458769.27577,2019-10-12.7772501,bm,1.45,15.698,12.830,0.016,26.782,0.391,g
2458769.58155,2019-10-13.0830604,bq,2.08,15.487,12.803,0.019,27.473,0.477,g
2458769.58276,2019-10-13.0842702,bq,2.09,15.522,12.784,0.019,27.952,0.465,g
2458769.58397,2019-10-13.0854883,bq,2.10,15.469,12.785,0.018,27.914,0.483,g
2458770.25532,2019-10-13.7568960,bm,2.01,15.589,12.790,0.017,27.783,0.430,g
2458770.25654,2019-10-13.7581141,bm,1.99,15.690,12.822,0.016,26.992,0.391,g
2458770.25776,2019-10-13.7593346,bm,1.99,15.787,12.820,0.014,27.045,0.360,g
2458771.25835,2019-10-14.7600140,bm,1.52,15.842,12.802,0.013,27.500,0.342,g
2458771.25957,2019-10-14.7612391,bm,1.48,15.803,12.817,0.014,27.110,0.355,g
2458771.26117,2019-10-14.7628343,bm,1.49,15.786,12.815,0.014,27.166,0.357,g
2458772.52006,2019-10-16.0218509,bi,1.39,15.971,12.866,0.013,25.908,0.304,g
2458772.52127,2019-10-16.0230740,bi,1.38,16.004,12.846,0.012,26.390,0.297,g
2458772.52249,2019-10-16.0242899,bi,1.39,15.927,12.854,0.013,26.201,0.318,g
2458773.51667,2019-10-17.0185548,bi,1.41,15.928,12.831,0.013,26.769,0.316,g
2458773.51788,2019-10-17.0197631,bi,1.49,15.891,12.845,0.013,26.432,0.330,g
2458773.51910,2019-10-17.0209803,bi,1.42,15.977,12.891,0.013,25.346,0.304,g
2458774.51531,2019-10-18.0172849,bi,1.44,15.949,12.821,0.012,27.034,0.310,g
2458774.51653,2019-10-18.0185041,bi,1.48,16.015,12.837,0.012,26.623,0.293,g
2458774.51775,2019-10-18.0197221,bi,1.47,15.874,12.823,0.013,26.960,0.332,g
2458774.54773,2019-10-18.0497086,bi,1.46,15.935,12.866,0.013,25.924,0.317,g
2458774.54895,2019-10-18.0509336,bi,1.43,15.942,12.850,0.013,26.305,0.315,g
2458775.51519,2019-10-19.0172562,bi,1.51,15.979,12.846,0.012,26.418,0.302,g
2458775.51640,2019-10-19.0184765,bi,1.56,15.917,12.838,0.013,26.580,0.319,g
2458775.51764,2019-10-19.0197122,bi,1.55,15.861,12.829,0.013,26.825,0.335,g
2458775.53913,2019-10-19.0412067,bi,1.47,15.907,12.805,0.013,27.411,0.322,g
2458775.54035,2019-10-19.0424238,bi,1.45,15.923,12.816,0.012,27.157,0.320,g
2458775.54157,2019-10-19.0436488,bi,1.40,15.896,12.807,0.013,27.364,0.326,g
2458776.52009,2019-10-20.0222475,bE,1.93,16.084,12.817,0.011,27.123,0.276,g
2458776.52135,2019-10-20.0235140,bE,1.94,16.050,12.814,0.011,27.191,0.283,g
2458776.52262,2019-10-20.0247839,bE,1.94,16.088,12.829,0.011,26.816,0.272,g
2458777.51044,2019-10-21.0126953,bi,1.51,15.913,12.826,0.013,26.878,0.320,g
2458777.51166,2019-10-21.0139128,bi,1.54,15.915,12.832,0.013,26.740,0.319,g
2458777.53929,2019-10-21.0415449,bi,1.45,15.907,12.793,0.012,27.731,0.324,g
2458777.54051,2019-10-21.0427609,bi,1.45,15.944,12.784,0.013,27.949,0.318,g
2458777.54172,2019-10-21.0439768,bi,1.43,15.924,12.785,0.012,27.924,0.322,g
2458778.50473,2019-10-22.0070774,bE,1.61,15.263,12.844,0.024,26.445,0.575,g
2458778.50599,2019-10-22.0083450,bE,1.60,15.452,12.823,0.019,26.980,0.483,g
2458778.50727,2019-10-22.0096164,bE,1.50,15.965,12.798,0.012,27.585,0.309,g
2458778.54765,2019-10-22.0500010,bE,1.47,15.812,12.824,0.015,26.953,0.364,g
2458778.54893,2019-10-22.0512752,bE,1.50,15.394,12.851,0.022,26.293,0.523,g
2458778.55019,2019-10-22.0525356,bE,1.50,14.684,12.887,0.044,25.415,1.023,g
2458779.54776,2019-10-23.0501994,bq,2.36,15.504,12.761,0.019,28.544,0.487,g
2458779.54898,2019-10-23.0514190,bq,2.35,15.635,12.760,0.017,28.580,0.449,g
2458779.55020,2019-10-23.0526381,bq,2.08,15.772,12.725,0.014,29.508,0.376,g
2458780.49799,2019-10-24.0005128,bE,1.54,15.000,12.854,0.030,26.229,0.731,g
2458780.49926,2019-10-24.0017825,bE,1.52,15.017,12.820,0.029,27.026,0.722,g
2458780.50055,2019-10-24.0030689,bE,1.53,14.730,12.749,0.036,28.853,0.947,g
2458780.54504,2019-10-24.0475591,bE,2.31,99.990,99.990,99.990,99.990,99.990,g
2458780.54631,2019-10-24.0488377,bE,1.69,99.990,99.990,99.990,99.990,99.990,g
2458780.54758,2019-10-24.0501041,bE,1.62,99.990,99.990,99.990,99.990,99.990,g
2458781.49466,2019-10-24.9972657,bE,2.31,15.871,12.820,0.013,27.047,0.334,g
2458781.49592,2019-10-24.9985368,bE,2.27,15.887,12.823,0.013,26.970,0.329,g
2458781.49724,2019-10-24.9998505,bE,2.24,15.953,12.826,0.012,26.891,0.309,g
2458781.54306,2019-10-25.0456732,bi,1.40,15.921,12.802,0.012,27.492,0.321,g
2458781.54427,2019-10-25.0468912,bi,1.37,15.920,12.811,0.012,27.260,0.318,g
2458781.54550,2019-10-25.0481081,bi,1.41,15.839,12.831,0.014,26.758,0.343,g
2458783.29193,2019-10-26.7947056,bm,1.95,99.990,99.990,99.990,99.990,99.990,g
2458783.29321,2019-10-26.7959760,bm,1.95,99.990,99.990,99.990,99.990,99.990,g
2458783.49176,2019-10-26.9945462,bE,2.50,15.502,12.813,0.018,27.235,0.465,g
2458783.49304,2019-10-26.9958268,bE,2.46,15.515,12.827,0.018,26.872,0.460,g
2458783.49432,2019-10-26.9971011,bE,2.40,15.636,12.805,0.016,27.409,0.410,g
2458783.53880,2019-10-27.0415937,bE,1.48,16.048,12.821,0.011,27.028,0.283,g
2458783.54011,2019-10-27.0429013,bE,1.47,16.022,12.799,0.011,27.569,0.290,g
2458783.54137,2019-10-27.0441592,bE,1.42,16.005,12.818,0.012,27.089,0.297,g
2458784.53906,2019-10-28.0419285,bE,1.43,15.470,12.839,0.020,26.576,0.498,g
2458784.54035,2019-10-28.0432241,bE,1.47,15.466,12.772,0.019,28.253,0.486,g
2458784.54162,2019-10-28.0444912,bE,1.45,15.249,12.777,0.024,28.144,0.617,g
2458785.54462,2019-10-29.0475820,bE,1.44,15.985,12.775,0.011,28.184,0.302,g
2458785.54589,2019-10-29.0488495,bE,1.44,16.003,12.811,0.012,27.259,0.297,g
2458785.54715,2019-10-29.0501107,bE,1.51,15.981,12.781,0.011,28.036,0.303,g
2458900.87855,2020-02-21.3815789,bE,1.44,16.015,12.792,0.011,27.731,0.295,g
2458900.87983,2020-02-21.3828574,bE,1.50,16.018,12.817,0.011,27.124,0.293,g
2458901.87906,2020-02-22.3820078,bE,1.44,15.951,12.766,0.012,28.429,0.312,g
2458902.87292,2020-02-23.3757793,bi,1.44,15.864,12.822,0.014,26.979,0.343,g
2458903.61642,2020-02-24.1192112,bm,2.07,99.990,99.990,99.990,99.990,99.990,g
2458903.61763,2020-02-24.1204261,bm,2.07,99.990,99.990,99.990,99.990,99.990,g
2458903.61885,2020-02-24.1216494,bm,2.05,99.990,99.990,99.990,99.990,99.990,g
2458904.62301,2020-02-25.1257210,bm,1.47,15.944,12.833,0.012,26.713,0.313,g
2458904.62424,2020-02-25.1269456,bm,1.46,15.926,12.804,0.012,27.442,0.321,g
2458905.86742,2020-02-26.3700182,bE,1.39,15.985,12.808,0.012,27.346,0.303,g
2458905.86870,2020-02-26.3712947,bE,1.42,15.963,12.817,0.012,27.118,0.308,g
2458905.86998,2020-02-26.3725763,bE,1.45,16.013,12.817,0.011,27.126,0.294,g
2458907.01446,2020-02-27.5169519,bq,1.54,15.832,12.834,0.015,26.687,0.356,g
2458907.01570,2020-02-27.5181854,bq,1.52,15.733,12.811,0.016,27.272,0.390,g
2458907.01692,2020-02-27.5194081,bq,1.48,15.702,12.811,0.016,27.285,0.396,g
2458909.85408,2020-03-01.3563167,bE,1.38,16.053,12.797,0.011,27.631,0.287,g
2458909.85535,2020-03-01.3575887,bE,1.39,16.018,12.807,0.011,27.356,0.295,g
2458911.85222,2020-03-03.3542737,bE,1.44,16.059,12.815,0.011,27.175,0.283,g
2458911.85349,2020-03-03.3555390,bE,1.47,16.037,12.831,0.011,26.789,0.289,g
2458911.85477,2020-03-03.3568170,bE,1.45,16.012,12.816,0.011,27.135,0.295,g
2458914.99673,2020-03-06.4984917,bq,1.45,16.019,12.813,0.012,27.230,0.303,g
2458914.99795,2020-03-06.4997105,bq,1.47,15.951,12.822,0.013,26.993,0.323,g
2458914.99917,2020-03-06.5009277,bq,1.43,15.912,12.809,0.014,27.317,0.340,g
2458916.83706,2020-03-08.3386443,bE,1.47,15.755,12.802,0.014,27.493,0.369,g
2458916.83833,2020-03-08.3399164,bE,1.45,15.682,12.801,0.015,27.516,0.395,g
2458916.83960,2020-03-08.3411918,bE,1.55,15.663,12.831,0.016,26.777,0.400,g
2458920.82623,2020-03-12.3274289,bE,1.50,15.636,12.846,0.017,26.394,0.411,g
2458920.82752,2020-03-12.3287217,bE,1.48,15.655,12.840,0.016,26.549,0.407,g
2458920.82879,2020-03-12.3299959,bE,1.49,15.793,12.841,0.014,26.517,0.357,g
2458921.83507,2020-03-13.3361623,bi,1.48,15.641,12.835,0.017,26.661,0.409,g
2458921.83628,2020-03-13.3373843,bi,1.42,15.563,12.831,0.018,26.768,0.440,g
2458921.83752,2020-03-13.3386156,bi,1.46,15.602,12.806,0.017,27.374,0.424,g
2458922.83501,2020-03-14.3360101,bi,1.46,15.207,12.780,0.023,28.055,0.607,g
2458922.83623,2020-03-14.3372318,bi,1.51,15.295,12.835,0.023,26.671,0.561,g
2458922.83745,2020-03-14.3384524,bi,1.44,15.251,12.839,0.024,26.571,0.583,g
2458927.62912,2020-03-19.1296481,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458927.63033,2020-03-19.1308543,bm,1.53,15.895,12.834,0.013,26.705,0.327,g
2458927.63154,2020-03-19.132075,bm,1.42,99.990,99.990,99.990,99.990,99.990,g
2458929.56139,2020-03-21.0617189,bm,1.55,99.990,99.990,99.990,99.990,99.990,g
2458929.56260,2020-03-21.0629395,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458929.56384,2020-03-21.0641696,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458939.12404,2020-03-30.6234253,bA,2.16,16.177,12.826,0.011,26.887,0.270,g
2458939.12533,2020-03-30.6247204,bA,2.15,16.096,12.795,0.011,27.665,0.283,g
2458939.12662,2020-03-30.6260092,bA,2.18,16.142,12.789,0.011,27.834,0.279,g
2458957.05585,2020-04-17.5535239,bA,2.10,16.165,12.803,0.011,27.453,0.269,g
2458957.05714,2020-04-17.5548112,bA,2.14,16.158,12.771,0.011,28.281,0.269,g
2458957.05843,2020-04-17.5560990,bA,2.13,16.149,12.786,0.011,27.904,0.272,g
2458958.90866,2020-04-19.4061637,bq,1.46,15.948,12.774,0.013,28.228,0.331,g
2458958.90988,2020-04-19.4073761,bq,1.47,16.006,12.761,0.012,28.533,0.311,g
2458958.91109,2020-04-19.4085949,bq,1.47,15.994,12.785,0.013,27.934,0.334,g
2458960.89351,2020-04-21.3908365,bq,1.51,99.990,99.990,99.990,99.990,99.990,g
2458960.89473,2020-04-21.3920552,bq,1.49,99.990,99.990,99.990,99.990,99.990,g
2458961.04338,2020-04-21.5406932,bA,2.10,16.227,12.814,0.010,27.198,0.260,g
2458961.04467,2020-04-21.5419876,bA,2.12,16.227,12.762,0.010,28.510,0.259,g
2458961.04596,2020-04-21.5432755,bA,2.10,16.255,12.813,0.010,27.198,0.254,g
2458963.91356,2020-04-24.4106196,bq,1.57,16.039,12.827,0.011,26.879,0.290,g
2458963.91478,2020-04-24.4118361,bq,1.58,15.992,12.809,0.012,27.318,0.303,g
2458963.91600,2020-04-24.4130603,bq,1.52,16.022,12.829,0.012,26.808,0.296,g
2458968.02703,2020-04-28.5237475,bA,2.10,16.185,12.753,0.010,28.766,0.267,g
2458968.02831,2020-04-28.5250325,bA,2.11,16.210,12.772,0.010,28.280,0.259,g
2458968.02961,2020-04-28.5263224,bA,2.10,16.229,12.773,0.010,28.235,0.255,g
2458972.02843,2020-05-02.5248253,bA,2.16,16.173,12.798,0.011,27.582,0.266,g
2458972.02971,2020-05-02.5261109,bA,2.17,16.195,12.814,0.011,27.202,0.262,g
2458972.03100,2020-05-02.5273973,bA,2.14,16.258,12.804,0.010,27.426,0.250,g
2458975.01901,2020-05-05.5151853,bA,2.13,15.794,12.766,0.014,28.426,0.365,g
2458975.02030,2020-05-05.5164700,bA,2.12,15.909,12.769,0.013,28.353,0.337,g
2458975.02159,2020-05-05.5177576,bA,2.11,15.861,12.779,0.014,28.075,0.348,g
2458975.53349,2020-05-06.0296160,bm,1.98,15.603,12.752,0.016,28.778,0.424,g
2458975.53470,2020-05-06.0308273,bm,1.44,15.768,12.769,0.014,28.351,0.369,g
2458975.53591,2020-05-06.0320444,bm,1.49,15.717,12.750,0.015,28.850,0.390,g
2458983.98931,2020-05-14.4848594,bA,2.13,16.194,12.739,0.010,29.147,0.265,g
2458983.99060,2020-05-14.4861473,bA,2.11,16.208,12.739,0.010,29.137,0.271,g
2458983.99189,2020-05-14.4874335,bA,2.11,16.162,12.748,0.010,28.907,0.276,g
2458985.94817,2020-05-16.4435895,bq,1.49,15.943,12.786,0.012,27.906,0.312,g
2458985.94938,2020-05-16.4448101,bq,1.49,15.939,12.744,0.012,29.002,0.314,g
2458985.95060,2020-05-16.4460263,bq,1.47,15.962,12.767,0.012,28.380,0.306,g
2458988.98965,2020-05-19.4848870,bA,2.11,16.221,12.792,0.010,27.765,0.259,g
2458988.99094,2020-05-19.4861747,bA,2.13,16.212,12.798,0.010,27.613,0.265,g
2458988.99222,2020-05-19.4874625,bA,2.12,16.207,12.793,0.010,27.718,0.265,g
2458991.52713,2020-05-22.0222243,bm,2.00,99.990,99.990,99.990,99.990,99.990,g
2458991.52836,2020-05-22.0234526,bm,2.00,99.990,99.990,99.990,99.990,99.990,g
2458991.52957,2020-05-22.0246658,bm,2.02,99.990,99.990,99.990,99.990,99.990,g
2458995.95194,2020-05-26.4468134,bA,2.18,16.245,12.782,0.010,28.014,0.250,g
2458995.95323,2020-05-26.4481046,bA,2.13,16.278,12.812,0.010,27.243,0.248,g
2458995.95452,2020-05-26.4493909,bA,2.15,16.247,12.804,0.010,27.454,0.253,g
2458999.96024,2020-05-30.4549390,bA,2.26,16.259,12.798,0.010,27.589,0.250,g
2458999.96153,2020-05-30.4562209,bA,2.26,16.173,12.808,0.011,27.341,0.267,g
2458999.96282,2020-05-30.4575082,bA,2.26,16.212,12.831,0.011,26.767,0.258,g
2459002.76518,2020-06-02.2597568,bq,1.42,15.634,12.790,0.016,27.805,0.413,g
2459002.76639,2020-06-02.2609751,bq,1.47,15.757,12.801,0.014,27.508,0.372,g
2459002.76761,2020-06-02.2621923,bq,1.49,15.544,12.759,0.017,28.608,0.448,g
2459003.86024,2020-06-03.3547760,bq,1.45,15.631,12.835,0.017,26.665,0.411,g
2459003.86146,2020-06-03.3559946,bq,1.47,15.597,12.839,0.017,26.583,0.424,g
2459003.86268,2020-06-03.3572134,bq,1.48,15.676,12.866,0.016,25.912,0.396,g
2459004.95423,2020-06-04.4487254,bq,1.46,15.588,12.909,0.019,24.895,0.429,g
2459004.95544,2020-06-04.4499381,bq,1.43,15.480,12.904,0.020,25.034,0.472,g
2459004.95665,2020-06-04.4511565,bq,1.47,15.629,12.885,0.017,25.477,0.416,g
2459011.90912,2020-06-11.4034233,bA,2.29,16.221,12.922,0.011,24.619,0.251,g
2459011.91041,2020-06-11.4047160,bA,2.32,16.270,12.973,0.011,23.477,0.244,g
2459011.91171,2020-06-11.4060165,bA,2.32,16.314,12.969,0.011,23.567,0.236,g
2459014.90762,2020-06-14.4018744,bA,2.20,16.340,13.062,0.012,21.632,0.225,g
2459014.90895,2020-06-14.4031902,bA,2.21,16.234,13.069,0.013,21.504,0.246,g
2459014.91027,2020-06-14.4045141,bA,2.17,16.360,13.066,0.012,21.559,0.222,g
2459015.85250,2020-06-15.3467214,bq,1.45,16.106,13.033,0.013,22.214,0.268,g
2459015.85371,2020-06-15.3479387,bq,1.46,16.035,13.012,0.014,22.647,0.294,g
